	N120B	N123B	N124B	N126B	N130B	N131B	N138B	N140B	N144B	N146B	N148B	N149B	N150B	N151B	N152B	N153B	N155B	N158B	N160B	N161B	N163B	N164B	N165B	N166B	N169B	N171B	N172B	N176B	N178B	N179B	N182B	N185B	N186B	N187B	N188B	N189B	N192B	N193B	N195B	N197B	N198B	N199B	N200B	N202B	N203B	N205B	N210B	N212B	N214B	N215B	N216B	N217B	N218B	N221B	N222B	N224B	N226B	N228B	N229B	N232B	N233B	N234B	N235B	N238B	N239B	N240B	N242B	N243B	N245B	N246B	N247B	N248B	N250B	N254B	N255B	N256B	N259B	N261B	N265B	N267B	N268B	N269B	N270B	N153AB
SPP24	6.93191939	6.589463893	6.153805336	8.199672345	5.321928095	6.081083929	7.60659028	5.116863758	6.62497818	7.38024459	5.914086097	6.359310317	6.270528942	4.716990894	5.044394119	6.598424761	6.549977143	6.040015679	5.614709844	5.865423978	5.402585758	5.899659026	5.074676686	6.988684687	6.951867504	5.968090752	7.714932352	6.613236955	8.370687407	5.974988112	6.303780748	5.672425342	6.255500733	6.076815597	6.224966365	6.061776198	4.572889668	5.510961919	7.862947248	6.037821465	7.185866545	7.619853147	6.022367813	5.329123596	4.371558863	6.517275693	7.45532722	4.770829046	5.529820947	6.464341533	5.087462841	4.754887502	5.314696526	6.334496768	5.87282876	7.794415866	6.354028938	5.495055528	7.069315495	6.696272084	6.571373436	7.158862106	6.5360529	7.157852169	6.87282876	6.666756592	8.838573653	5.01346226	6.444600814	5.197708158	6.729280846	6.916476644	7.39145842	5.902073579	5.209453366	6.727920455	4.666756592	4.786596362	7.395748328	5.270528942	5.666756592	4.754887502	6.62935662	6.506208389
SCUB3	7.225930411	6.361066489	8.519636253	7.031218731	4.560714954	5.972692654	6.253611152	5.862947248	5.658211483	7.611024797	5.236492618	6.965784285	6.417852515	6.842978832	6.361066489	7.107478647	7.434628228	5.566815154	6.856736756	7.142617655	4.491853096	5.62935662	7.027905997	7.313790025	7.50779464	7.162894799	7.400879436	5.897240426	6.517275693	7.22881869	6.885086225	6.183883459	6.855491443	8.656424863	6.797012978	6.04220656	5.270528942	7.815063017	5.783980414	6.070389328	7.185866545	6.619119511	6.323730338	6.575917361	6.58345891	6.364572432	7.007868243	6.193771743	5.894817763	6.307428525	6.366322214	7.427103287	5.716990894	6.419538892	6.942514505	5.892391026	6.786596362	7.363696745	7.111657346	5.738767837	7.420381341	6.490249211	7.512542955	5.449561375	6.46760555	6.867896464	7.236492618	7.960001932	5.789207575	3.797012978	6.242221395	7.21916852	8.799929151	6.373300197	6.283551423	5.885086225	5.593951284	6.521992956	6.86913112	6.826548487	6.0	7.511752654	7.64096791	7.724513853
SBSPO	7.125155131	5.911693738	8.637711669	5.916476644	6.417852515	6.851749041	7.156841525	5.566815154	6.474111514	6.5360529	6.510159526	6.431288654	7.214319121	6.957682486	6.053111336	6.871466899	6.037821465	5.14974712	6.691256209	6.671010241	5.325530332	6.28169825	4.94016675	6.948367232	7.531381461	7.306517445	6.074676686	6.135452784	5.733354341	6.710117632	6.223036338	6.933100475	7.096978636	6.454504938	5.865423978	5.733354341	6.053111336	8.488241843	5.87282876	7.369815424	6.791712142	3.887525271	6.630813152	5.517275693	7.559185866	7.046578367	6.195741293	7.107478647	7.206526016	5.623515741	8.218684313	7.923030298	5.491853096	6.700439718	7.482202926	6.169925001	6.195741293	7.224001674	6.710117632	4.963474124	6.549977143	7.106432078	6.320678702	6.559177297	5.189824559	7.276124405	7.036723106	6.416164165	5.933100475	6.617651119	6.474111514	6.760828794	7.036723106	6.943686952	6.145677455	7.118941073	6.0725346	6.439623138	6.523561956	5.997744026	7.607330314	7.195741293	8.216260837	6.903279342
SMOC2	6.740118043	5.968090752	7.129283017	6.106432078	5.54225805	6.499845887	5.799605422	7.050936965	6.197660163	6.710117632	6.033423002	6.73470962	6.246540053	6.168829905	6.06608919	6.809928866	7.802193217	6.230741003	7.257387843	7.248876343	5.697662633	5.794415866	6.772149591	7.170157757	6.87774425	6.623515741	6.957682486	6.719731057	5.292781749	6.984133595	6.646738698	4.722466024	6.658211483	7.410239331	6.83541884	7.491853096	4.439623138	6.865224855	5.950776465	6.06608919	8.166916252	6.350497247	6.925999419	6.0	6.290940402	6.383704292	6.711494907	6.139551352	5.949534933	6.635173947	6.837943242	6.483815777	6.887525271	6.026800059	7.897845456	5.930737338	6.62058641	6.029011087	7.495055528	6.521992956	6.254844892	6.378511623	7.46515823	5.614709844	6.97384084	7.169925001	6.716990894	7.040015679	6.03939302	5.734854869	6.364572432	6.28169825	6.203592714	6.059614856	6.050936965	5.933100475	5.314696526	6.662490364	6.928370323	6.22830368	5.922782708	6.355264715	6.986410935	6.935459748
TARSH	6.95070169	7.703211467	6.574404309	7.417008587	4.578938713	6.553053253	6.191799501	7.169925001	5.339850003	7.408542042	5.129283017	7.350497247	6.659639187	8.500244367	5.906890596	5.510961919	5.933100475	6.501439145	6.205548911	7.312882955	4.655351829	7.412781525	5.560714954	7.952450058	8.244601688	6.930737338	6.616181231	6.587964989	6.399171094	7.198690586	7.569855608	7.30103885	6.470862199	6.95070169	6.221103725	5.364572432	7.270528942	7.584962501	6.30560579	6.44625623	6.590961241	6.426264755	6.499845887	6.898450233	8.805743872	7.0	7.130313146	8.174426394	6.824004051	6.373300197	6.730639956	7.116863758	6.135452784	6.414473836	7.329123596	7.892998093	6.165911939	6.630813152	5.807354922	6.230741003	6.417852515	6.050936965	6.249824549	5.575917361	5.852997588	6.175923742	5.923624611	7.453682186	5.8899602	4.649615459	7.572131751	7.559185866	7.560714954	7.049848549	6.752213368	5.827819025	5.141596278	6.139551352	6.183883459	6.968090752	8.595443985	7.161887682	7.303780748	7.929554316
TENA	6.191799501	8.032872249	3.776103988	6.371558863	4.727920455	6.888743249	6.781359714	7.222070355	6.860466259	5.395748328	7.115823977	4.95419631	7.414473836	6.17990909	6.980710829	6.782670659	5.694880193	7.483009577	5.680886921	4.307428525	7.126188211	8.149239039	6.699051844	5.03562391	4.916476644	5.692092375	6.223036338	6.161887682	7.109569509	4.177917792	6.752213368	6.694880193	6.958842675	3.817623258	6.906890596	6.249824549	6.171927354	5.350497247	6.839203788	6.133399125	6.350497247	5.789207575	6.589463893	6.48058827	4.578938713	6.287250643	5.770829046	6.48703608	7.445428759	7.177917792	7.361943774	5.783980414	6.341630009	7.190812368	4.694880193	7.602884409	5.321928095	5.988684687	5.921245889	6.830356747	6.309248961	7.318316841	5.070389328	6.292781749	7.089582893	6.232660757	7.156841525	4.270528942	7.332707934	6.015693807	6.364572432	6.006746832	4.329123596	6.596935142	6.137503524	6.97384084	5.733354341	7.03562391	5.303780748	6.151777655	7.209453366	4.584962501	5.125155131	6.0725346
TENX	6.820178962	8.257387843	5.904484098	6.699051844	5.116863758	6.780047576	6.002252452	7.477353527	6.515699838	7.122051448	6.10433666	6.655351829	7.355791547	7.461888664	6.205548911	6.427941333	6.531381461	7.133399125	6.587964989	5.842978832	5.482202926	7.888134388	6.362820526	6.368069877	7.031218731	5.680886921	6.565292521	7.503825738	6.091699834	6.773468928	6.462706751	6.924812504	6.856736756	5.708739041	6.891176125	5.997744026	6.675251386	6.253611152	6.760220946	6.689299161	6.249824549	6.246027981	7.837943242	6.957682486	7.464341533	6.803485376	7.343407822	8.022367813	7.259272487	7.06608919	7.059614856	6.432959407	6.571373436	6.232660757	6.498250868	7.288173968	7.506208389	6.666756592	5.675251386	6.76420813	6.242221395	6.447909749	6.108524457	6.131342539	6.100136671	6.636624621	6.578938713	6.795715007	6.189824559	5.551516018	6.283551423	6.686500527	5.981852653	7.145677455	6.962317655	6.421223299	5.429615964	6.726558779	6.412781525	6.778734244	7.319220503	6.037821465	6.808642468	6.292781749
TETN	6.297201822	5.923624611	6.02304449	6.006746832	8.265849421	6.562242424	6.855242908	5.897240426	6.451211112	6.62497818	6.399171094	6.230741003	6.592457037	5.937815169	6.089582893	6.515699838	7.116555487	6.737663092	5.925999419	4.185866545	5.887525271	6.422894585	6.359310317	5.99095486	5.730639956	6.512542955	6.83560747	6.202638062	6.224357316	6.500091964	6.54498377	5.722466024	5.584962501	5.885086225	5.614709844	6.060781786	6.139058065	6.279842694	6.75087444	6.534102146	6.942514505	6.571373436	7.396604781	5.145677455	5.820178962	8.095397023	6.571373436	5.578938713	5.768184325	7.605109074	5.697863867	5.392317423	6.161887682	5.746850183	7.142617655	7.919459269	6.399171094	5.878888617	7.131342539	6.129283017	6.211401637	6.455030244	7.167919866	7.710806434	6.915281866	5.43629512	6.145677455	4.632268215	7.103287808	5.83541884	7.224001674	6.462706751	5.887525271	5.048759312	6.387617778	6.447909749	5.876096345	5.638073837	5.972692654	5.837943242	7.186857067	6.03562391	5.569027428	5.419538892
THSD4	7.58044702	5.993221467	7.619384517	6.006746832	4.177917792	5.916476644	6.710117632	6.651051691	5.700439718	7.053463263	4.153805336	6.904484098	6.663913842	7.570614722	6.449561375	7.213347282	6.489273669	6.083213368	7.502235115	7.223036338	5.221103725	4.459431619	6.905687849	7.433794059	7.579693063	6.537606691	8.080018029	6.633721813	7.282625134	6.5360529	8.066627409	7.021257621	6.845490051	7.248876343	7.22881869	5.594770503	5.51412226	7.966361247	7.115823977	6.905687849	7.452035274	7.475733431	7.151777655	7.619119511	7.084276911	7.753551055	6.357552005	7.795065583	6.8899602	6.181897643	7.299208018	6.553053253	5.385431037	6.659639187	6.769507291	7.578938713	7.213347282	7.224001674	7.244125943	6.167371095	6.885086225	7.411934625	7.311975314	5.491853096	6.662490364	6.854245054	7.694183743	7.01234519	6.475733431	5.177917792	7.123106651	7.214319121	6.687900522	6.197708158	6.911691582	5.741466986	5.321928095	7.055282436	6.886306263	5.899659026	7.063934306	7.273329387	7.644577357	7.439623138
TSP1	6.559185866	6.285402219	6.58345891	6.364572432	5.82527683	7.566815154	7.015693807	6.289096702	7.350497247	5.141596278	5.658211483	6.632268215	5.817623258	5.563768278	6.531381461	7.497452696	8.513727596	6.714245518	5.840463234	6.736063628	6.301953395	5.977279923	6.74281467	7.275193334	5.205548911	6.118941073	6.769507291	7.217230716	5.794415866	5.87282876	6.690696444	6.006746832	5.053111336	4.911691582	6.598424761	6.584962501	4.201633861	6.599912842	6.871597266	6.416164165	6.978424465	7.114783447	6.851749041	5.909293086	4.683696454	7.831623937	5.8899602	4.54225805	6.087462841	6.503030646	5.852997588	5.375039431	7.466790238	7.075746538	6.240314329	7.804776378	8.299665944	4.452858965	7.676662335	6.175923742	6.221103725	6.736063628	6.95419631	7.919459269	6.961160258	5.902073579	6.534497434	4.087462841	6.551516018	6.968090752	6.857980995	6.378511623	5.686500527	6.525129251	7.188836073	6.949534933	6.247927513	5.974988112	6.645298164	5.402585758	6.551516018	5.599912842	4.596935142	5.850499414
TSP2	6.464341533	5.716990894	6.402585758	5.593951284	5.22881869	7.800252806	6.846744023	7.658211483	6.575917361	5.958842675	5.675251386	6.961160258	6.048759312	5.456149035	5.716990894	6.799605422	8.017365205	7.300123725	6.421223299	6.125155131	6.969242604	7.28169825	7.047669251	7.776762002	6.14363831	5.789207575	6.648177796	7.338959175	5.416164165	6.816343705	7.197708158	5.773468928	5.809928866	5.882643049	6.719731057	6.992088609	4.842978832	6.407692649	5.692092375	5.388878339	7.572889668	6.928370323	6.756222713	5.354028938	5.169925001	7.142617655	5.977279923	5.181897643	5.904484098	6.361066489	6.58345891	5.560714954	8.400879436	7.034523875	7.01234519	6.760220946	7.709428501	5.867896464	7.080018029	6.063934306	6.8008999	6.498250868	6.951867504	6.327328083	6.927185358	6.063934306	5.733354341	5.129283017	5.837943242	6.01346226	6.053111336	5.87282876	6.123086751	6.22881869	7.20261362	5.995484519	5.590961241	6.909293086	6.977279923	5.885086225	5.949534933	5.655351829	5.354028938	8.040015679
BGH3	5.995484519	7.858602712	5.03562391	6.285402219	4.649615459	6.334496768	6.599912842	7.031218731	6.599912842	6.100136671	6.652486495	6.0	6.230741003	5.716990894	6.787902559	6.375039431	6.091699834	6.442943496	5.236492618	5.708739041	7.405141463	7.584962501	7.222070355	5.491853096	6.004501392	6.03562391	5.781359714	6.240314329	6.224966365	5.108524457	6.137503524	5.988684687	5.827819025	5.221103725	6.493455201	7.148730779	6.785288981	4.87774425	6.783980414	6.672425342	6.187846909	6.472487771	6.427941333	6.529820947	6.526694846	6.397460726	6.14974712	6.51412226	7.282625134	6.885086225	6.793115555	6.568336182	7.09592442	6.543805176	5.64096791	6.712870868	6.266786541	5.847996907	6.584962501	6.766860144	6.726558779	6.490249211	5.963474124	6.730639956	6.808642468	6.62935662	6.712870868	5.714245518	7.050936965	5.087462841	6.0725346	5.897240426	5.292781749	6.845490051	6.966937979	6.824004051	5.5360529	6.388878339	5.498250868	6.187846909	7.21042783	5.439623138	5.83541884	6.416164165
TAGL2	6.161887682	5.714245518	6.364572432	5.815063017	5.157852169	6.737416366	6.554588852	7.263973355	6.309248961	6.287250643	7.107478647	6.371558863	6.744161096	5.937815169	6.253611152	6.601399391	7.082149041	7.038918989	7.882031608	6.323730338	6.593951284	7.55688919	7.116863758	6.183883459	6.773468928	6.888743249	5.754887502	5.977279923	4.949534933	6.797012978	6.17990909	6.776103988	6.153805336	7.533719071	6.649615459	7.011227255	6.135452784	6.414473836	6.116863758	6.648177796	6.531381461	7.279842694	6.439623138	5.918863237	5.974988112	6.659639187	6.906890596	7.164906927	6.772149591	6.444600814	6.95070169	6.769507291	6.736063628	6.605849867	7.270528942	5.923624611	7.193771743	6.48864354	6.610286657	6.329123596	6.526694846	6.461070114	6.933100475	5.346956889	6.224966365	6.903279342	6.181897643	6.707359132	6.898450233	5.95419631	6.06608919	6.217230716	6.12722055	6.82527683	6.861707287	6.780047576	6.203592714	6.769507291	7.20261362	6.277984747	6.167919866	6.531381461	6.414473836	5.928370323
APMAP	5.914086097	6.808642468	6.392317423	6.163901214	7.150762744	6.912889336	5.87282876	6.255500733	7.151777655	5.852997588	6.447909749	5.837943242	6.444600814	6.177917792	6.451211112	6.504620392	7.952450058	7.92659251	6.151777655	5.247927513	6.892391026	7.276124405	6.470862199	6.906890596	5.0	4.837943242	7.757556689	8.097505456	5.48864354	6.627898616	6.885086225	5.548436625	6.102238194	6.350497247	6.06608919	7.069315495	4.807354922	6.290940402	5.307428525	5.314696526	7.237448996	5.9795681	6.121015401	5.852997588	4.517275693	6.605849867	6.598424761	4.504620392	6.085339669	6.74819285	6.44625623	6.026800059	7.226893814	6.601399391	6.48864354	6.10433666	6.95419631	5.797012978	6.780047576	6.818901676	6.301953395	5.894817763	7.270528942	6.390598906	7.36018867	6.276124405	6.329123596	5.830356747	6.503030646	7.111657346	6.387155718	6.23457796	6.464341533	6.197708158	6.791814071	7.264911693	7.021257621	5.593951284	6.151777655	5.733354341	6.475733431	5.189824559	6.540709263	7.682994584
AMPN	6.757556689	6.87282876	4.921245889	6.334496768	6.590961241	6.929554316	6.845490051	7.094869433	6.988684687	6.314696526	6.526694846	5.850499414	6.831623937	6.224966365	7.294620749	6.070389328	6.063934306	6.17990909	5.510961919	6.633721813	7.080018029	5.708739041	6.46760555	6.984133595	5.794415866	6.343407822	8.139039668	6.266786541	7.090641752	6.068240861	6.568336182	6.053111336	6.343407822	6.669593751	6.73470962	7.034523875	7.290018847	6.818901676	6.350497247	6.422905743	6.354028938	6.205548911	6.193771743	6.622051819	5.708739041	6.834154981	6.008988783	6.09592442	6.703211467	6.616181231	5.091699834	6.100136671	6.397460726	5.584962501	6.290940402	7.131342539	6.055282436	5.14974712	6.50779464	6.510961919	6.789207575	6.392317423	6.736063628	6.381975479	6.496654083	6.153805336	7.00337736	5.50779464	7.254556252	6.523561956	6.330916878	5.928370323	4.887525271	6.426264755	6.251719093	6.121015401	5.757556689	6.434628228	6.116863758	6.777419716	7.550746785	5.807354922	5.465974465	5.343407822
ANXA1	6.938991439	6.740118043	6.663913842	6.662490364	4.847996907	6.078951341	6.613236955	6.658211483	6.026800059	6.861707287	6.211401637	6.876516947	6.74819285	6.9795681	6.441284272	6.653919873	6.283551423	6.289096702	7.024585638	6.961160258	6.712870868	6.469234794	6.44625623	6.424586226	6.953032377	6.776103988	6.329123596	6.314696526	6.057450272	6.762880293	6.197708158	6.746850183	6.666756592	6.948367232	6.449561375	6.961160258	7.247927513	7.347842794	6.540709263	7.076815597	6.54225805	6.482202926	6.752213368	7.020146573	6.857980995	6.824004051	6.844234988	7.286326727	7.060695932	6.526694846	6.86913112	7.005624549	6.157852169	6.464341533	7.170926525	7.118941073	6.737416366	7.309248961	6.375039431	6.385431037	6.116863758	6.601399391	6.387155718	5.817623258	6.572889668	6.937815169	6.593951284	7.076815597	6.199672345	5.517275693	7.145677455	6.221103725	6.951867504	6.780047576	6.359310317	6.675251386	5.44625623	6.798309782	6.842978832	6.968090752	6.723831566	7.487840034	7.007868243	6.58345891
ANX11	7.354910512	5.95419631	7.188836073	4.802193217	6.820178962	5.963474124	6.439623138	6.131342539	6.771283548	6.545350645	5.744161096	4.371558863	6.773468928	6.341273069	6.426264755	6.451252136	6.015693807	5.944858446	6.600109567	6.95419631	6.64096791	6.259272487	7.148730779	5.485426827	6.54225805	6.772149591	6.954699603	6.586464526	7.215132754	6.506208389	6.662490364	6.976134473	7.03562391	6.14974712	6.382986325	6.211401637	5.87036472	6.879547577	6.543805176	6.699051844	6.419616799	6.740118043	6.290940402	6.627898616	6.601399391	6.504620392	7.026800059	6.114783447	6.880195729	6.586464526	6.671101241	6.571373436	5.984133595	6.599912842	6.022367813	6.595892162	6.517137987	6.23457796	5.781359714	7.184875343	6.635173947	6.520422249	5.948064857	5.070389328	6.564935371	6.557655155	6.687900522	6.294620749	6.799605422	5.79728411	6.417852515	6.681265896	7.065821826	6.577425909	6.311796303	7.35228175	5.5360529	6.410439307	6.445364934	6.352264173	6.798309782	6.307428525	7.147713722	6.480341308
ANXA2	6.159871337	6.685099172	5.968090752	6.350497247	4.655351829	6.165911939	6.477353527	7.126188211	6.12722055	6.653919873	6.752213368	6.711494907	6.809928866	6.449561375	6.339850003	6.321928095	6.189824559	6.499845887	6.652486495	6.238404739	6.145677455	6.560714954	6.294620749	5.961160258	6.499845887	6.203592714	6.022367813	5.963474124	6.191799501	6.048759312	6.213347282	6.100136671	7.001126665	6.642412773	6.711494907	6.659639187	6.76420813	6.387155718	6.478971805	7.100136671	6.736063628	6.44625623	7.138527801	6.417852515	6.45779126	6.17990909	6.098032083	6.87036472	6.923624611	6.725195817	6.672425342	6.649615459	6.10433666	6.312882955	6.392317423	7.646738698	6.266786541	6.900866808	6.251719093	6.369815424	6.153805336	6.456149035	6.106432078	5.778734244	6.525129251	7.030115331	6.387155718	6.264911693	6.259272487	5.133399125	5.942514505	5.8899602	6.266786541	6.776103988	6.309248961	6.581953751	5.06608919	6.560714954	6.338067798	6.394033895	6.247927513	6.630813152	6.752213368	6.422905743
ANXA4	8.180903709	6.602884409	7.319220503	4.689299161	7.394891366	5.133399125	5.925999419	5.452858965	6.715343833	6.587964989	6.442943496	5.765534746	6.998103422	5.879674102	6.941341105	6.311067102	6.54689446	6.267750407	6.699051844	6.512542955	5.452858965	6.436691273	5.746850183	6.870587412	6.321928095	6.783980414	7.348070907	6.998872454	6.695041609	5.822730148	6.562706051	7.150762744	7.240314329	5.672425342	6.668503877	6.860466259	5.153805336	6.800281433	7.240314329	5.402585758	6.495055528	6.917670434	7.033423002	6.434628228	5.277984747	6.963474124	7.471675214	5.112700133	5.590961241	6.14974712	6.384741529	5.635173947	6.723831566	7.192785959	5.173926932	6.907369032	7.140574178	5.599912842	6.746850183	6.264911693	6.614635774	6.815063017	6.574404309	6.28169825	6.381830934	6.395748328	7.170926525	6.015693807	5.898498976	6.758196232	6.244125943	6.669593751	7.714661513	7.261154673	7.293497541	6.279842694	6.085339669	6.480651507	6.74281467	6.0725346	6.091899707	7.10433666	6.185690686	6.4091373
